fecha,categoria,tipo,cantidad,ci_lower,ci_upper
2023-06-06,Carnes,Historico,12,,
2023-06-06,Congelados,Historico,15,,
2023-06-06,Descartables,Historico,73,,
2023-06-06,Embutidos,Historico,2,,
2023-06-06,Enlatados,Historico,3,,
2023-06-06,Lacteos,Historico,26,,
2023-06-07,Bebidas,Historico,20,,
2023-06-07,Carnes,Historico,3,,
2023-06-07,Congelados,Historico,15,,
2023-06-07,Descartables,Historico,68,,
2023-06-07,Embutidos,Historico,2,,
2023-06-07,Enlatados,Historico,10,,
2023-06-07,Lacteos,Historico,28,,
2023-06-08,Bebidas,Historico,5,,
2023-06-08,Carnes,Historico,2,,
2023-06-08,Descartables,Historico,12,,
2023-06-08,Lacteos,Historico,3,,
2023-06-09,Bebidas,Historico,10,,
2023-06-09,Carnes,Historico,13,,
2023-06-09,Descartables,Historico,51,,
2023-06-09,Embutidos,Historico,3,,
2023-06-09,Enlatados,Historico,11,,
2023-06-09,Lacteos,Historico,30,,
2023-06-10,Bebidas,Historico,10,,
2023-06-10,Carnes,Historico,12,,
2023-06-10,Congelados,Historico,1,,
2023-06-10,Descartables,Historico,54,,
2023-06-10,Embutidos,Historico,1,,
2023-06-10,Enlatados,Historico,16,,
2023-06-10,Lacteos,Historico,21,,
2023-06-11,Bebidas,Historico,18,,
2023-06-11,Carnes,Historico,7,,
2023-06-11,Congelados,Historico,10,,
2023-06-11,Descartables,Historico,39,,
2023-06-11,Embutidos,Historico,8,,
2023-06-11,Enlatados,Historico,32,,
2023-06-11,Lacteos,Historico,29,,
2023-06-12,Bebidas,Historico,32,,
2023-06-12,Carnes,Historico,23,,
2023-06-12,Congelados,Historico,5,,
2023-06-12,Descartables,Historico,72,,
2023-06-12,Enlatados,Historico,23,,
2023-06-12,Lacteos,Historico,15,,
2023-06-13,Bebidas,Historico,21,,
2023-06-13,Carnes,Historico,14,,
2023-06-13,Congelados,Historico,24,,
2023-06-13,Descartables,Historico,73,,
2023-06-13,Embutidos,Historico,8,,
2023-06-13,Enlatados,Historico,7,,
2023-06-13,Lacteos,Historico,14,,
2023-06-14,Bebidas,Historico,50,,
2023-06-14,Carnes,Historico,15,,
2023-06-14,Congelados,Historico,17,,
2023-06-14,Descartables,Historico,48,,
2023-06-14,Embutidos,Historico,4,,
2023-06-14,Enlatados,Historico,12,,
2023-06-14,Lacteos,Historico,34,,
2023-06-15,Bebidas,Historico,44,,
2023-06-15,Carnes,Historico,35,,
2023-06-15,Congelados,Historico,24,,
2023-06-15,Descartables,Historico,42,,
2023-06-15,Embutidos,Historico,1,,
2023-06-15,Enlatados,Historico,8,,
2023-06-15,Lacteos,Historico,14,,
2023-06-16,Bebidas,Historico,31,,
2023-06-16,Carnes,Historico,25,,
2023-06-16,Congelados,Historico,2,,
2023-06-16,Descartables,Historico,49,,
2023-06-16,Embutidos,Historico,3,,
2023-06-16,Enlatados,Historico,38,,
2023-06-16,Lacteos,Historico,20,,
2023-06-17,Bebidas,Historico,27,,
2023-06-17,Carnes,Historico,37,,
2023-06-17,Congelados,Historico,21,,
2023-06-17,Descartables,Historico,51,,
2023-06-17,Embutidos,Historico,1,,
2023-06-17,Enlatados,Historico,37,,
2023-06-17,Lacteos,Historico,27,,
2023-06-19,Bebidas,Historico,5,,
2023-06-19,Carnes,Historico,18,,
2023-06-19,Congelados,Historico,13,,
2023-06-19,Descartables,Historico,66,,
2023-06-19,Embutidos,Historico,5,,
2023-06-19,Enlatados,Historico,10,,
2023-06-19,Lacteos,Historico,29,,
2023-06-20,Bebidas,Historico,12,,
2023-06-20,Carnes,Historico,12,,
2023-06-20,Congelados,Historico,9,,
2023-06-20,Descartables,Historico,36,,
2023-06-20,Enlatados,Historico,25,,
2023-06-20,Lacteos,Historico,20,,
2023-06-21,Bebidas,Historico,29,,
2023-06-21,Carnes,Historico,16,,
2023-06-21,Descartables,Historico,12,,
2023-06-21,Enlatados,Historico,23,,
2023-06-21,Lacteos,Historico,7,,
2023-06-22,Bebidas,Historico,22,,
2023-06-22,Carnes,Historico,12,,
2023-06-22,Congelados,Historico,8,,
2023-06-22,Descartables,Historico,55,,
2023-06-22,Embutidos,Historico,5,,
2023-06-22,Enlatados,Historico,17,,
2023-06-22,Lacteos,Historico,8,,
2023-06-23,Bebidas,Historico,32,,
2023-06-23,Carnes,Historico,6,,
2023-06-23,Congelados,Historico,15,,
2023-06-23,Descartables,Historico,21,,
2023-06-23,Embutidos,Historico,3,,
2023-06-23,Enlatados,Historico,3,,
2023-06-23,Lacteos,Historico,21,,
2023-06-24,Bebidas,Historico,18,,
2023-06-24,Carnes,Historico,29,,
2023-06-24,Congelados,Historico,29,,
2023-06-24,Descartables,Historico,14,,
2023-06-24,Embutidos,Historico,6,,
2023-06-24,Enlatados,Historico,23,,
2023-06-24,Lacteos,Historico,32,,
2023-06-26,Bebidas,Historico,34,,
2023-06-26,Carnes,Historico,13,,
2023-06-26,Congelados,Historico,15,,
2023-06-26,Descartables,Historico,81,,
2023-06-26,Embutidos,Historico,1,,
2023-06-26,Enlatados,Historico,1,,
2023-06-26,Lacteos,Historico,19,,
2023-06-27,Bebidas,Historico,39,,
2023-06-27,Carnes,Historico,14,,
2023-06-27,Congelados,Historico,12,,
2023-06-27,Descartables,Historico,67,,
2023-06-27,Enlatados,Historico,7,,
2023-06-27,Lacteos,Historico,14,,
2023-06-28,Bebidas,Historico,22,,
2023-06-28,Carnes,Historico,16,,
2023-06-28,Congelados,Historico,5,,
2023-06-28,Descartables,Historico,52,,
2023-06-28,Embutidos,Historico,1,,
2023-06-28,Enlatados,Historico,6,,
2023-06-28,Lacteos,Historico,9,,
2023-06-29,Bebidas,Historico,59,,
2023-06-29,Carnes,Historico,8,,
2023-06-29,Congelados,Historico,11,,
2023-06-29,Descartables,Historico,43,,
2023-06-29,Embutidos,Historico,3,,
2023-06-29,Lacteos,Historico,58,,
2023-06-30,Bebidas,Historico,20,,
2023-06-30,Carnes,Historico,24,,
2023-06-30,Congelados,Historico,14,,
2023-06-30,Descartables,Historico,45,,
2023-06-30,Embutidos,Historico,3,,
2023-06-30,Enlatados,Historico,4,,
2023-06-30,Lacteos,Historico,17,,
2023-07-01,Carnes,Historico,6,,
2023-07-01,Descartables,Historico,13,,
2023-07-01,Embutidos,Historico,2,,
2023-07-01,Lacteos,Historico,3,,
2023-07-03,Bebidas,Historico,12,,
2023-07-03,Carnes,Historico,3,,
2023-07-03,Congelados,Historico,6,,
2023-07-03,Descartables,Historico,21,,
2023-07-03,Embutidos,Historico,11,,
2023-07-03,Enlatados,Historico,6,,
2023-07-03,Lacteos,Historico,18,,
2023-07-04,Bebidas,Historico,8,,
2023-07-04,Carnes,Historico,9,,
2023-07-04,Congelados,Historico,1,,
2023-07-04,Descartables,Historico,78,,
2023-07-04,Embutidos,Historico,5,,
2023-07-04,Enlatados,Historico,18,,
2023-07-04,Lacteos,Historico,23,,
2023-07-05,Bebidas,Historico,5,,
2023-07-05,Carnes,Historico,3,,
2023-07-05,Embutidos,Historico,1,,
2023-07-05,Enlatados,Historico,5,,
2023-07-05,Lacteos,Historico,3,,
2023-07-06,Bebidas,Historico,5,,
2023-07-06,Carnes,Historico,9,,
2023-07-06,Congelados,Historico,26,,
2023-07-06,Descartables,Historico,67,,
2023-07-06,Embutidos,Historico,6,,
2023-07-06,Enlatados,Historico,14,,
2023-07-06,Lacteos,Historico,23,,
2023-07-07,Bebidas,Historico,21,,
2023-07-07,Carnes,Historico,18,,
2023-07-07,Congelados,Historico,7,,
2023-07-07,Descartables,Historico,44,,
2023-07-07,Embutidos,Historico,3,,
2023-07-07,Enlatados,Historico,10,,
2023-07-07,Lacteos,Historico,20,,
2023-07-08,Bebidas,Historico,18,,
2023-07-08,Carnes,Historico,15,,
2023-07-08,Congelados,Historico,14,,
2023-07-08,Descartables,Historico,36,,
2023-07-08,Embutidos,Historico,3,,
2023-07-08,Enlatados,Historico,12,,
2023-07-08,Lacteos,Historico,18,,
2023-07-09,Bebidas,Historico,6,,
2023-07-09,Carnes,Historico,11,,
2023-07-09,Congelados,Historico,1,,
2023-07-09,Descartables,Historico,16,,
2023-07-09,Embutidos,Historico,3,,
2023-07-09,Enlatados,Historico,19,,
2023-07-09,Lacteos,Historico,33,,
2023-07-10,Bebidas,Historico,26,,
2023-07-10,Carnes,Historico,12,,
2023-07-10,Congelados,Historico,5,,
2023-07-10,Descartables,Historico,39,,
2023-07-10,Embutidos,Historico,3,,
2023-07-10,Lacteos,Historico,58,,
2023-07-11,Bebidas,Historico,24,,
2023-07-11,Carnes,Historico,27,,
2023-07-11,Congelados,Historico,13,,
2023-07-11,Descartables,Historico,84,,
2023-07-11,Embutidos,Historico,6,,
2023-07-11,Enlatados,Historico,36,,
2023-07-11,Lacteos,Historico,19,,
2023-07-12,Bebidas,Historico,20,,
2023-07-12,Carnes,Historico,16,,
2023-07-12,Congelados,Historico,2,,
2023-07-12,Descartables,Historico,95,,
2023-07-12,Embutidos,Historico,2,,
2023-07-12,Enlatados,Historico,2,,
2023-07-12,Lacteos,Historico,30,,
2023-07-13,Bebidas,Historico,34,,
2023-07-13,Carnes,Historico,7,,
2023-07-13,Congelados,Historico,15,,
2023-07-13,Descartables,Historico,92,,
2023-07-13,Embutidos,Historico,9,,
2023-07-13,Enlatados,Historico,4,,
2023-07-13,Lacteos,Historico,30,,
2023-07-14,Bebidas,Historico,26,,
2023-07-14,Carnes,Historico,15,,
2023-07-14,Congelados,Historico,14,,
2023-07-14,Descartables,Historico,147,,
2023-07-14,Embutidos,Historico,1,,
2023-07-14,Enlatados,Historico,7,,
2023-07-14,Lacteos,Historico,41,,
2023-07-15,Bebidas,Historico,25,,
2023-07-15,Carnes,Historico,33,,
2023-07-15,Congelados,Historico,50,,
2023-07-15,Descartables,Historico,143,,
2023-07-15,Embutidos,Historico,14,,
2023-07-15,Enlatados,Historico,48,,
2023-07-15,Lacteos,Historico,43,,
2023-07-17,Bebidas,Historico,27,,
2023-07-17,Carnes,Historico,14,,
2023-07-17,Congelados,Historico,2,,
2023-07-17,Descartables,Historico,71,,
2023-07-17,Embutidos,Historico,7,,
2023-07-17,Lacteos,Historico,24,,
2023-07-18,Bebidas,Historico,63,,
2023-07-18,Carnes,Historico,12,,
2023-07-18,Congelados,Historico,1,,
2023-07-18,Descartables,Historico,37,,
2023-07-18,Embutidos,Historico,1,,
2023-07-18,Enlatados,Historico,7,,
2023-07-18,Lacteos,Historico,21,,
2023-07-19,Bebidas,Historico,22,,
2023-07-19,Carnes,Historico,9,,
2023-07-19,Congelados,Historico,14,,
2023-07-19,Descartables,Historico,21,,
2023-07-19,Embutidos,Historico,6,,
2023-07-19,Enlatados,Historico,18,,
2023-07-19,Lacteos,Historico,41,,
2023-07-20,Bebidas,Historico,28,,
2023-07-20,Carnes,Historico,21,,
2023-07-20,Congelados,Historico,14,,
2023-07-20,Descartables,Historico,39,,
2023-07-20,Embutidos,Historico,2,,
2023-07-20,Enlatados,Historico,10,,
2023-07-20,Lacteos,Historico,24,,
2023-07-21,Bebidas,Historico,46,,
2023-07-21,Carnes,Historico,15,,
2023-07-21,Congelados,Historico,5,,
2023-07-21,Descartables,Historico,17,,
2023-07-21,Embutidos,Historico,5,,
2023-07-21,Enlatados,Historico,14,,
2023-07-21,Lacteos,Historico,12,,
2023-07-22,Bebidas,Historico,42,,
2023-07-22,Carnes,Historico,14,,
2023-07-22,Congelados,Historico,14,,
2023-07-22,Descartables,Historico,81,,
2023-07-22,Embutidos,Historico,3,,
2023-07-22,Enlatados,Historico,25,,
2023-07-22,Lacteos,Historico,23,,
2023-07-24,Bebidas,Historico,16,,
2023-07-24,Carnes,Historico,11,,
2023-07-24,Descartables,Historico,34,,
2023-07-24,Embutidos,Historico,3,,
2023-07-24,Enlatados,Historico,1,,
2023-07-24,Lacteos,Historico,28,,
2023-07-25,Bebidas,Historico,56,,
2023-07-25,Carnes,Historico,17,,
2023-07-25,Congelados,Historico,12,,
2023-07-25,Descartables,Historico,62,,
2023-07-25,Embutidos,Historico,2,,
2023-07-25,Enlatados,Historico,18,,
2023-07-25,Lacteos,Historico,36,,
2023-07-26,Bebidas,Historico,23,,
2023-07-26,Carnes,Historico,10,,
2023-07-26,Congelados,Historico,14,,
2023-07-26,Descartables,Historico,46,,
2023-07-26,Embutidos,Historico,5,,
2023-07-26,Enlatados,Historico,6,,
2023-07-26,Lacteos,Historico,27,,
2023-07-27,Bebidas,Historico,29,,
2023-07-27,Carnes,Historico,19,,
2023-07-27,Congelados,Historico,1,,
2023-07-27,Descartables,Historico,76,,
2023-07-27,Embutidos,Historico,6,,
2023-07-27,Enlatados,Historico,7,,
2023-07-27,Lacteos,Historico,14,,
2023-07-28,Bebidas,Historico,52,,
2023-07-28,Carnes,Historico,15,,
2023-07-28,Congelados,Historico,4,,
2023-07-28,Descartables,Historico,27,,
2023-07-28,Embutidos,Historico,5,,
2023-07-28,Enlatados,Historico,5,,
2023-07-28,Lacteos,Historico,30,,
2023-07-29,Bebidas,Historico,111,,
2023-07-29,Carnes,Historico,26,,
2023-07-29,Congelados,Historico,8,,
2023-07-29,Descartables,Historico,52,,
2023-07-29,Embutidos,Historico,5,,
2023-07-29,Enlatados,Historico,33,,
2023-07-29,Lacteos,Historico,64,,
2023-07-31,Bebidas,Historico,62,,
2023-07-31,Carnes,Historico,10,,
2023-07-31,Congelados,Historico,13,,
2023-07-31,Descartables,Historico,72,,
2023-07-31,Embutidos,Historico,6,,
2023-07-31,Enlatados,Historico,34,,
2023-07-31,Lacteos,Historico,13,,
2023-08-01,Bebidas,Historico,7,,
2023-08-01,Carnes,Historico,1,,
2023-08-01,Descartables,Historico,22,,
2023-08-02,Carnes,Historico,5,,
2023-08-02,Descartables,Historico,12,,
2023-08-02,Embutidos,Historico,1,,
2023-08-02,Enlatados,Historico,4,,
2023-08-03,Bebidas,Historico,9,,
2023-08-03,Carnes,Historico,11,,
2023-08-03,Descartables,Historico,63,,
2023-08-03,Embutidos,Historico,5,,
2023-08-03,Enlatados,Historico,22,,
2023-08-03,Lacteos,Historico,28,,
2023-08-04,Bebidas,Historico,24,,
2023-08-04,Carnes,Historico,14,,
2023-08-04,Congelados,Historico,6,,
2023-08-04,Descartables,Historico,23,,
2023-08-04,Embutidos,Historico,3,,
2023-08-04,Enlatados,Historico,18,,
2023-08-04,Lacteos,Historico,12,,
2023-08-05,Bebidas,Historico,10,,
2023-08-05,Carnes,Historico,10,,
2023-08-05,Congelados,Historico,12,,
2023-08-05,Descartables,Historico,37,,
2023-08-05,Embutidos,Historico,3,,
2023-08-05,Enlatados,Historico,7,,
2023-08-05,Lacteos,Historico,25,,
2023-08-06,Bebidas,Historico,28,,
2023-08-06,Carnes,Historico,14,,
2023-08-06,Congelados,Historico,15,,
2023-08-06,Descartables,Historico,60,,
2023-08-06,Embutidos,Historico,2,,
2023-08-06,Enlatados,Historico,1,,
2023-08-06,Lacteos,Historico,29,,
2023-08-07,Bebidas,Historico,32,,
2023-08-07,Carnes,Historico,33,,
2023-08-07,Congelados,Historico,3,,
2023-08-07,Descartables,Historico,78,,
2023-08-07,Embutidos,Historico,4,,
2023-08-07,Enlatados,Historico,9,,
2023-08-07,Lacteos,Historico,36,,
2023-08-08,Bebidas,Historico,14,,
2023-08-08,Carnes,Historico,20,,
2023-08-08,Congelados,Historico,5,,
2023-08-08,Descartables,Historico,86,,
2023-08-08,Embutidos,Historico,5,,
2023-08-08,Enlatados,Historico,37,,
2023-08-08,Lacteos,Historico,26,,
2023-08-09,Bebidas,Historico,12,,
2023-08-09,Carnes,Historico,13,,
2023-08-09,Congelados,Historico,3,,
2023-08-09,Descartables,Historico,34,,
2023-08-09,Embutidos,Historico,1,,
2023-08-09,Enlatados,Historico,2,,
2023-08-09,Lacteos,Historico,25,,
2023-08-10,Bebidas,Historico,6,,
2023-08-10,Carnes,Historico,1,,
2023-08-10,Descartables,Historico,13,,
2023-08-10,Lacteos,Historico,2,,
2023-08-11,Bebidas,Historico,15,,
2023-08-11,Carnes,Historico,16,,
2023-08-11,Congelados,Historico,13,,
2023-08-11,Descartables,Historico,22,,
2023-08-11,Embutidos,Historico,6,,
2023-08-11,Enlatados,Historico,5,,
2023-08-11,Lacteos,Historico,31,,
2023-08-12,Bebidas,Historico,7,,
2023-08-12,Carnes,Historico,17,,
2023-08-12,Congelados,Historico,11,,
2023-08-12,Descartables,Historico,34,,
2023-08-12,Embutidos,Historico,3,,
2023-08-12,Enlatados,Historico,16,,
2023-08-12,Lacteos,Historico,50,,
2023-08-14,Bebidas,Historico,87,,
2023-08-14,Carnes,Historico,13,,
2023-08-14,Congelados,Historico,16,,
2023-08-14,Descartables,Historico,57,,
2023-08-14,Embutidos,Historico,1,,
2023-08-14,Enlatados,Historico,9,,
2023-08-14,Lacteos,Historico,41,,
2023-08-15,Bebidas,Historico,47,,
2023-08-15,Carnes,Historico,14,,
2023-08-15,Congelados,Historico,6,,
2023-08-15,Descartables,Historico,66,,
2023-08-15,Embutidos,Historico,3,,
2023-08-15,Enlatados,Historico,8,,
2023-08-15,Lacteos,Historico,31,,
2023-08-16,Bebidas,Historico,24,,
2023-08-16,Carnes,Historico,15,,
2023-08-16,Congelados,Historico,3,,
2023-08-16,Descartables,Historico,52,,
2023-08-16,Embutidos,Historico,6,,
2023-08-16,Enlatados,Historico,37,,
2023-08-16,Lacteos,Historico,47,,
2023-08-17,Bebidas,Historico,56,,
2023-08-17,Carnes,Historico,15,,
2023-08-17,Congelados,Historico,9,,
2023-08-17,Descartables,Historico,33,,
2023-08-17,Enlatados,Historico,10,,
2023-08-17,Lacteos,Historico,27,,
2023-08-18,Bebidas,Historico,19,,
2023-08-18,Carnes,Historico,11,,
2023-08-18,Congelados,Historico,16,,
2023-08-18,Descartables,Historico,43,,
2023-08-18,Embutidos,Historico,6,,
2023-08-18,Enlatados,Historico,13,,
2023-08-18,Lacteos,Historico,13,,
2023-08-19,Bebidas,Historico,37,,
2023-08-19,Carnes,Historico,11,,
2023-08-19,Congelados,Historico,19,,
2023-08-19,Descartables,Historico,32,,
2023-08-19,Embutidos,Historico,1,,
2023-08-19,Enlatados,Historico,20,,
2023-08-19,Lacteos,Historico,39,,
2023-08-21,Bebidas,Historico,32,,
2023-08-21,Carnes,Historico,6,,
2023-08-21,Congelados,Historico,10,,
2023-08-21,Descartables,Historico,38,,
2023-08-21,Enlatados,Historico,7,,
2023-08-21,Lacteos,Historico,41,,
2023-08-22,Bebidas,Historico,25,,
2023-08-22,Carnes,Historico,10,,
2023-08-22,Congelados,Historico,16,,
2023-08-22,Descartables,Historico,6,,
2023-08-22,Embutidos,Historico,4,,
2023-08-22,Enlatados,Historico,2,,
2023-08-22,Lacteos,Historico,17,,
2023-08-23,Bebidas,Historico,30,,
2023-08-23,Carnes,Historico,8,,
2023-08-23,Congelados,Historico,3,,
2023-08-23,Descartables,Historico,35,,
2023-08-23,Embutidos,Historico,4,,
2023-08-23,Enlatados,Historico,25,,
2023-08-23,Lacteos,Historico,16,,
2023-08-24,Bebidas,Historico,30,,
2023-08-24,Carnes,Historico,5,,
2023-08-24,Congelados,Historico,13,,
2023-08-24,Descartables,Historico,21,,
2023-08-24,Embutidos,Historico,9,,
2023-08-24,Lacteos,Historico,23,,
2023-08-25,Bebidas,Historico,66,,
2023-08-25,Carnes,Historico,14,,
2023-08-25,Congelados,Historico,5,,
2023-08-25,Descartables,Historico,24,,
2023-08-25,Embutidos,Historico,12,,
2023-08-25,Enlatados,Historico,11,,
2023-08-25,Lacteos,Historico,14,,
2023-08-26,Bebidas,Historico,36,,
2023-08-26,Carnes,Historico,28,,
2023-08-26,Congelados,Historico,3,,
2023-08-26,Descartables,Historico,49,,
2023-08-26,Embutidos,Historico,8,,
2023-08-26,Enlatados,Historico,4,,
2023-08-26,Lacteos,Historico,36,,
2023-08-28,Bebidas,Historico,15,,
2023-08-28,Carnes,Historico,9,,
2023-08-28,Congelados,Historico,3,,
2023-08-28,Descartables,Historico,23,,
2023-08-28,Embutidos,Historico,4,,
2023-08-28,Enlatados,Historico,15,,
2023-08-28,Lacteos,Historico,12,,
2023-08-29,Bebidas,Historico,52,,
2023-08-29,Carnes,Historico,14,,
2023-08-29,Congelados,Historico,9,,
2023-08-29,Descartables,Historico,56,,
2023-08-29,Embutidos,Historico,11,,
2023-08-29,Enlatados,Historico,22,,
2023-08-29,Lacteos,Historico,22,,
2023-08-30,Bebidas,Historico,84,,
2023-08-30,Carnes,Historico,10,,
2023-08-30,Congelados,Historico,6,,
2023-08-30,Descartables,Historico,49,,
2023-08-30,Embutidos,Historico,2,,
2023-08-30,Enlatados,Historico,13,,
2023-08-30,Lacteos,Historico,47,,
2023-08-31,Bebidas,Historico,19,,
2023-08-31,Carnes,Historico,26,,
2023-08-31,Congelados,Historico,17,,
2023-08-31,Descartables,Historico,78,,
2023-08-31,Embutidos,Historico,4,,
2023-08-31,Enlatados,Historico,17,,
2023-08-31,Lacteos,Historico,6,,
2023-09-01,Bebidas,Historico,3,,
2023-09-01,Descartables,Historico,7,,
2023-09-01,Enlatados,Historico,1,,
2023-09-01,Lacteos,Historico,10,,
2023-09-02,Bebidas,Historico,7,,
2023-09-02,Congelados,Historico,3,,
2023-09-02,Descartables,Historico,7,,
2023-09-02,Enlatados,Historico,2,,
2023-09-02,Lacteos,Historico,8,,
2023-09-03,Bebidas,Historico,3,,
2023-09-03,Carnes,Historico,7,,
2023-09-03,Congelados,Historico,3,,
2023-09-03,Descartables,Historico,43,,
2023-09-03,Embutidos,Historico,1,,
2023-09-03,Enlatados,Historico,16,,
2023-09-03,Lacteos,Historico,31,,
2023-09-04,Bebidas,Historico,6,,
2023-09-04,Carnes,Historico,8,,
2023-09-04,Congelados,Historico,3,,
2023-09-05,Bebidas,Historico,50,,
2023-09-05,Carnes,Historico,12,,
2023-09-05,Congelados,Historico,4,,
2023-09-05,Descartables,Historico,32,,
2023-09-05,Enlatados,Historico,10,,
2023-09-05,Lacteos,Historico,10,,
2023-09-06,Bebidas,Historico,42,,
2023-09-06,Carnes,Historico,11,,
2023-09-06,Congelados,Historico,11,,
2023-09-06,Descartables,Historico,8,,
2023-09-06,Embutidos,Historico,10,,
2023-09-06,Enlatados,Historico,7,,
2023-09-06,Lacteos,Historico,24,,
2023-09-07,Carnes,Historico,2,,
2023-09-07,Embutidos,Historico,2,,
2023-09-07,Enlatados,Historico,1,,
2023-09-07,Lacteos,Historico,6,,
2023-09-08,Bebidas,Historico,17,,
2023-09-08,Carnes,Historico,20,,
2023-09-08,Congelados,Historico,6,,
2023-09-08,Descartables,Historico,36,,
2023-09-08,Embutidos,Historico,7,,
2023-09-08,Enlatados,Historico,6,,
2023-09-08,Lacteos,Historico,38,,
2023-09-09,Bebidas,Historico,21,,
2023-09-09,Carnes,Historico,25,,
2023-09-09,Congelados,Historico,12,,
2023-09-09,Descartables,Historico,58,,
2023-09-09,Embutidos,Historico,3,,
2023-09-09,Enlatados,Historico,9,,
2023-09-09,Lacteos,Historico,26,,
2023-09-10,Bebidas,Historico,14,,
2023-09-10,Carnes,Historico,6,,
2023-09-10,Congelados,Historico,3,,
2023-09-10,Descartables,Historico,24,,
2023-09-10,Embutidos,Historico,1,,
2023-09-10,Enlatados,Historico,3,,
2023-09-10,Lacteos,Historico,14,,
2023-09-11,Bebidas,Historico,24,,
2023-09-11,Carnes,Historico,13,,
2023-09-11,Descartables,Historico,49,,
2023-09-11,Embutidos,Historico,6,,
2023-09-11,Enlatados,Historico,5,,
2023-09-11,Lacteos,Historico,42,,
2023-09-12,Bebidas,Historico,24,,
2023-09-12,Carnes,Historico,15,,
2023-09-12,Congelados,Historico,14,,
2023-09-12,Descartables,Historico,32,,
2023-09-12,Embutidos,Historico,3,,
2023-09-12,Enlatados,Historico,30,,
2023-09-12,Lacteos,Historico,39,,
2023-09-13,Bebidas,Historico,11,,
2023-09-13,Carnes,Historico,17,,
2023-09-13,Congelados,Historico,10,,
2023-09-13,Descartables,Historico,50,,
2023-09-13,Embutidos,Historico,1,,
2023-09-13,Enlatados,Historico,4,,
2023-09-13,Lacteos,Historico,18,,
2023-09-14,Bebidas,Historico,28,,
2023-09-14,Carnes,Historico,20,,
2023-09-14,Congelados,Historico,2,,
2023-09-14,Descartables,Historico,25,,
2023-09-14,Embutidos,Historico,5,,
2023-09-14,Enlatados,Historico,16,,
2023-09-14,Lacteos,Historico,19,,
2023-09-15,Bebidas,Historico,4,,
2023-09-15,Carnes,Historico,17,,
2023-09-15,Congelados,Historico,10,,
2023-09-15,Descartables,Historico,51,,
2023-09-15,Embutidos,Historico,2,,
2023-09-15,Enlatados,Historico,15,,
2023-09-15,Lacteos,Historico,26,,
2023-09-16,Bebidas,Historico,25,,
2023-09-16,Carnes,Historico,26,,
2023-09-16,Congelados,Historico,23,,
2023-09-16,Descartables,Historico,99,,
2023-09-16,Embutidos,Historico,7,,
2023-09-16,Enlatados,Historico,23,,
2023-09-16,Lacteos,Historico,26,,
2023-09-18,Bebidas,Historico,13,,
2023-09-18,Carnes,Historico,15,,
2023-09-18,Congelados,Historico,5,,
2023-09-18,Descartables,Historico,54,,
2023-09-18,Embutidos,Historico,4,,
2023-09-18,Enlatados,Historico,20,,
2023-09-18,Lacteos,Historico,8,,
2023-09-19,Bebidas,Historico,2,,
2023-09-19,Carnes,Historico,11,,
2023-09-19,Congelados,Historico,5,,
2023-09-19,Descartables,Historico,37,,
2023-09-19,Embutidos,Historico,3,,
2023-09-19,Enlatados,Historico,8,,
2023-09-19,Lacteos,Historico,18,,
2023-09-20,Bebidas,Historico,10,,
2023-09-20,Carnes,Historico,11,,
2023-09-20,Congelados,Historico,9,,
2023-09-20,Descartables,Historico,32,,
2023-09-20,Enlatados,Historico,14,,
2023-09-20,Lacteos,Historico,14,,
2023-09-21,Bebidas,Historico,15,,
2023-09-21,Carnes,Historico,8,,
2023-09-21,Congelados,Historico,10,,
2023-09-21,Descartables,Historico,34,,
2023-09-21,Enlatados,Historico,21,,
2023-09-21,Lacteos,Historico,56,,
2023-09-22,Bebidas,Historico,11,,
2023-09-22,Carnes,Historico,12,,
2023-09-22,Congelados,Historico,4,,
2023-09-22,Descartables,Historico,17,,
2023-09-22,Embutidos,Historico,2,,
2023-09-22,Enlatados,Historico,9,,
2023-09-22,Lacteos,Historico,33,,
2023-09-23,Bebidas,Historico,29,,
2023-09-23,Carnes,Historico,17,,
2023-09-23,Congelados,Historico,8,,
2023-09-23,Descartables,Historico,34,,
2023-09-23,Embutidos,Historico,6,,
2023-09-23,Enlatados,Historico,7,,
2023-09-23,Lacteos,Historico,68,,
2023-09-25,Bebidas,Historico,14,,
2023-09-25,Carnes,Historico,21,,
2023-09-25,Congelados,Historico,5,,
2023-09-25,Descartables,Historico,19,,
2023-09-25,Embutidos,Historico,1,,
2023-09-25,Enlatados,Historico,9,,
2023-09-25,Lacteos,Historico,17,,
2023-09-26,Bebidas,Historico,11,,
2023-09-26,Carnes,Historico,3,,
2023-09-26,Congelados,Historico,3,,
2023-09-26,Descartables,Historico,57,,
2023-09-26,Enlatados,Historico,10,,
2023-09-26,Lacteos,Historico,33,,
2023-09-27,Bebidas,Historico,13,,
2023-09-27,Carnes,Historico,1,,
2023-09-27,Congelados,Historico,3,,
2023-09-27,Descartables,Historico,7,,
2023-09-27,Embutidos,Historico,4,,
2023-09-27,Enlatados,Historico,17,,
2023-09-27,Lacteos,Historico,39,,
2023-09-28,Bebidas,Historico,12,,
2023-09-28,Carnes,Historico,17,,
2023-09-28,Congelados,Historico,3,,
2023-09-28,Descartables,Historico,35,,
2023-09-28,Embutidos,Historico,4,,
2023-09-28,Enlatados,Historico,2,,
2023-09-28,Lacteos,Historico,40,,
2023-09-29,Bebidas,Historico,13,,
